"country","status","description","range","number","day","source"
"Guinea","DEATHS","Total","Cumulative","1312","272","CDC"
"Liberia","CASES","Total","Cumulative","7635","272","CDC"
"Liberia","DEATHS","Total","Cumulative","3145","272","CDC"
"Sierra Leone","CASES","Total","Cumulative","7109","272","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1530","272","CDC"
"Guinea","CASES","Total","Cumulative","2164","277","CDC"
"Guinea","DEATHS","Total","Cumulative","1327","277","CDC"
"Liberia","CASES","Total","Cumulative","7635","277","CDC"
"Liberia","DEATHS","Total","Cumulative","3145","277","CDC"
"Sierra Leone","CASES","Total","Cumulative","7312","277","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1583","277","CDC"
"Guinea","CASES","Total","Cumulative","2292","284","CDC"
"Guinea","DEATHS","Total","Cumulative","1428","284","CDC"
"Liberia","CASES","Total","Cumulative","7719","284","CDC"
"Liberia","DEATHS","Total","Cumulative","3177","284","CDC"
"Sierra Leone","CASES","Total","Cumulative","7897","284","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1768","284","CDC"
"Guinea","CASES","Total","Cumulative","2416","291","CDC"
"Guinea","DEATHS","Total","Cumulative","1525","291","CDC"
"Liberia","CASES","Total","Cumulative","7797","291","CDC"
"Liberia","DEATHS","Total","Cumulative","3290","291","CDC"
"Sierra Leone","CASES","Total","Cumulative","8356","291","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","2085","291","CDC"
"Guinea","CASES","Total","Cumulative","2597","298","CDC"
"Guinea","DEATHS","Total","Cumulative","1607","298","CDC"
"Liberia","CASES","Total","Cumulative","7862","298","CDC"
"Liberia","DEATHS","Total","Cumulative","3384","298","CDC"
"Sierra Leone","CASES","Total","Cumulative","9004","298","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","2582","298","CDC"
"Guinea","CASES","Total","Cumulative","2707","305","CDC"
"Guinea","DEATHS","Total","Cumulative","1708","305","CDC"
"Liberia","CASES","Total","Cumulative","8018","305","CDC"
"Liberia","DEATHS","Total","Cumulative","3423","305","CDC"
"Sierra Leone","CASES","Total","Cumulative","9446","305","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","2758","305","CDC"
"Guinea","CASES","Total","Cumulative","2775","312","CDC"
"Guinea","DEATHS","Total","Cumulative","1781","312","CDC"
"Liberia","CASES","Total","Cumulative","8157","312","CDC"
"Liberia","DEATHS","Total","Cumulative","3496","312","CDC"
"Sierra Leone","CASES","Total","Cumulative","9780","312","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","2943","312","CDC"
"Guinea","CASES","Total","Cumulative","2806","319","CDC"
"Guinea","DEATHS","Total","Cumulative","1814","319","CDC"
"Liberia","CASES","Total","Cumulative","8331","319","CDC"
"Liberia","DEATHS","Total","Cumulative","3538","319","CDC"
"Sierra Leone","CASES","Total","Cumulative","10124","319","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","3062","319","CDC"
"Guinea","CASES","Total","Cumulative","2871","326","CDC"
"Guinea","DEATHS","Total","Cumulative","1876","326","CDC"
"Liberia","CASES","Total","Cumulative","8478","326","CDC"
"Liberia","DEATHS","Total","Cumulative","3605","326","CDC"
"Sierra Leone","CASES","Total","Cumulative","10340","326","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","3145","326","CDC"
"Guinea","CASES","Total","Cumulative","2917","333","CDC"
"Guinea","DEATHS","Total","Cumulative","1910","333","CDC"
"Liberia","CASES","Total","Cumulative","8622","333","CDC"
"Liberia","DEATHS","Total","Cumulative","3686","333","CDC"
"Sierra Leone","CASES","Total","Cumulative","10518","333","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","3199","333","CDC"
"Guinea","CASES","Total","Cumulative","2975","340","CDC"
"Guinea","DEATHS","Total","Cumulative","1944","340","CDC"
"Liberia","CASES","Total","Cumulative","8745","340","CDC"
"Liberia","DEATHS","Total","Cumulative","3746","340","CDC"
"Sierra Leone","CASES","Total","Cumulative","10740","340","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","3276","340","CDC"
