"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","EPI_WEEK (CODE)","EPI_WEEK (DISPLAY)","EPI_WEEK (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","Display Value","Numeric","Low","High","Comments"
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","21","21.00000","","",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-02","2 December 2014","","Not available","","","","Not available"
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-02","2 December 2014","","Not available","","","","Not available"
"LBR","Liberia","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-02","2 December 2014","","Not available","","","","Not available"
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","1451","1451.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","174","174.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","35","35.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","1151","1151.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","215","215.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","0","0.00000","","",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-02","2 December 2014","","3161","3161.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","1660","1660.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","1366","1366.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-02","2 December 2014","","7690","7690.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","7635","7635.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","2014-12-03","3 December 2014","","2192","2192.00000","","",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","","","","17 517","17517.00000","","","This total only includes Guinea, Liberia, and Sierra Leone"
"UNSPECIFIED","All countries","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-05","Data package 2014-12-05","","","","","6187","6187.00000","","","This total only includes Guinea, Liberia, and Sierra Leone"
"Display Value","Numeric","Low","High","Comments"
"Display Value","Numeric","Low","High","Comments"
"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","EPI_DATE (CODE)","EPI_DATE (DISPLAY)","EPI_DATE (URL)","Display Value","Numeric","Low","High","Comments"
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-03","3 December 2014","","2830","2830.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-03","3 December 2014","","1814","1814.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-03","3 December 2014","","3075","3075.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","2035","2035.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","220","220.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","28","28.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","6317","6317.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","79","79.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","1402","1402.00000","","",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-03","3 December 2014","","Not available","","","","Not available"
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-03","3 December 2014","","Not available","","","","Not available"
"LBR","Liberia","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-03","3 December 2014","","Not available","","","","Not available"
"GIN","Guinea","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","1192","1192.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","220","220.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","0","0.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","1533","1533.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","174","174.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","35","35.00000","","",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-03","3 December 2014","","3177","3177.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","1412","1412.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","1742","1742.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-03","3 December 2014","","7719","7719.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","2283","2283.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","2014-12-06","6 December 2014","","7798","7798.00000","","",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","","","","17 800","17800.00000","","","This total only includes Guinea, Liberia, and Sierra Leone"
"UNSPECIFIED","All countries","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-08","Data package 2014-12-08","","","","","6331","6331.00000","","","This total only includes Guinea, Liberia, and Sierra Leone"
"Display Value","Numeric","Low","High","Comments"
"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","EPI_DATE (CODE)","EPI_DATE (DISPLAY)","EPI_DATE (URL)","Display Value","Numeric","Low","High","Comments"
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","2051","2051.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","221","221.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","20","20.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","2292","2292.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","321","321.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","13","13.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","177","177.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","511","511.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","1207","1207.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","221","221.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","0","0.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","1428","1428.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","2830","2830.00000","","","Data missing for 4-7 December. "
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","1814","1814.00000","","","Data missing for 4-7 December. "
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","3075","3075.00000","","","Data missing for 4-7 December. "
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","7719","7719.00000","","","Data missing for 4-7 December. "
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","225","225.00000","","","Data missing for 4-7 December. "
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","186","186.00000","","","Data missing for 4-7 December. "
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","441","441.00000","","","Data missing for 4-7 December. "
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","852","852.00000","","","Data missing for 4-7 December. "
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified. �Data not available."
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified. �Data not available."
"LBR","Liberia","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified. �Data not available."
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-03","3 December 2014","","3177","3177.00000","","","Data missing for 4-7 December. "
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","6375","6375.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-12-10","Data package 2014-12-10","","2014-12-07","7 December 2014","","79","79.00000","","",""
